 19.82  27.80 -80.32  61.40   18782.
 19.82  27.81 -80.31  61.10   18792.
 19.82  27.81 -80.30  61.00   18806.
 19.82  27.82 -80.29  61.20   18814.
 19.82  27.82 -80.28  61.80   18813.
 19.82  27.83 -80.27  62.40   18804.
 19.82  27.83 -80.26  62.40   18813.
 19.83  27.83 -80.26  62.10   18839.
 19.83  27.84 -80.25  61.70   18862.
 19.83  27.84 -80.24  61.70   18877.
 20.09  27.89 -80.36 155.40   19535.
 20.09  27.88 -80.35 155.80   19571.
 20.09  27.87 -80.35 156.00   19578.
 20.09  27.86 -80.35 156.10   19556.
 20.10  27.86 -80.34 156.40   19521.
 20.10  27.85 -80.34 156.60   19488.
 20.10  27.84 -80.34 156.70   19467.
 20.10  27.83 -80.33 156.80   19463.
 20.10  27.82 -80.33 157.40   19474.
 20.31  28.53 -80.68 137.70   19593.
 20.31  28.53 -80.68 136.80   19615.
 20.31  28.52 -80.67 137.00   19636.
 20.33  28.42 -80.60 149.50   19669.
 20.33  28.42 -80.59 150.40   19674.
 20.33  28.41 -80.59 151.20   19678.
 20.33  28.40 -80.58 152.00   19680.
 20.34  28.39 -80.58 152.70   19681.
 20.34  28.38 -80.58 153.30   19678.
 20.34  28.38 -80.57 153.80   19665.
 20.34  28.37 -80.57 153.80   19645.
 20.34  28.36 -80.56 153.60   19638.
 20.34  28.35 -80.56 153.90   19642.
 20.34  28.34 -80.56 154.20   19648.
 20.35  28.33 -80.55 154.60   19652.
 20.35  28.33 -80.55 154.90   19656.
 20.35  28.32 -80.54 154.90   19661.
 20.35  28.31 -80.54 155.30   19667.
 20.35  28.30 -80.54 155.70   19672.
 20.35  28.29 -80.53 155.80   19678.
 20.35  28.28 -80.53 156.10   19682.
 20.35  28.27 -80.53 156.30   19684.
 20.36  28.27 -80.52 156.40   19686.
 20.36  28.26 -80.52 156.50   19692.
 20.36  28.25 -80.51 156.60   19703.
 20.36  28.24 -80.51 156.80   19713.
 20.36  28.23 -80.51 156.70   19714.
 20.36  28.23 -80.50 156.60   19708.
 20.36  28.22 -80.50 156.60   19698.
 20.37  28.21 -80.50 156.50   19694.
 20.37  28.20 -80.49 156.60   19695.
 20.37  28.19 -80.49 156.60   19695.
 20.37  28.18 -80.49 156.60   19693.
 20.37  28.17 -80.48 156.50   19684.
 20.37  28.17 -80.48 156.40   19672.
 20.37  28.16 -80.47 156.20   19670.
 20.38  28.15 -80.47 156.00   19680.
 20.38  28.14 -80.47 156.40   19695.
 20.38  28.13 -80.46 156.80   19699.
 20.38  28.12 -80.46 156.90   19688.
 20.38  28.11 -80.46 157.00   19671.
 20.38  28.11 -80.45 157.00   19658.
 20.38  28.10 -80.45 156.90   19655.
 20.39  28.09 -80.44 156.90   19661.
 20.39  28.08 -80.44 156.80   19672.
 20.39  28.07 -80.44 156.90   19682.
 20.39  28.06 -80.43 157.10   19686.
 20.39  28.06 -80.43 157.00   19694.
 20.39  28.05 -80.43 157.00   19713.
 20.39  28.04 -80.42 157.30   19730.
 20.40  28.03 -80.42 157.20   19734.
 20.40  28.02 -80.42 157.30   19724.
 20.40  28.01 -80.41 157.20   19712.
 20.40  28.00 -80.41 157.30   19700.
 20.40  27.99 -80.40 158.00   19692.
 20.40  27.99 -80.40 158.20   19708.
 20.40  27.98 -80.40 158.00   19746.
 20.40  27.97 -80.39 158.10   19785.
 20.41  27.96 -80.39 157.50   19797.
 20.41  27.95 -80.39 157.40   19766.
 20.41  27.94 -80.38 157.50   19719.
 20.41  27.93 -80.38 157.80   19690.
 20.41  27.93 -80.38 158.10   19684.
 20.47  27.84 -80.07  20.30   19869.
 20.48  27.85 -80.07  16.50   19837.
 20.48  27.85 -80.07  12.40   19777.
 20.48  27.86 -80.07   8.00   19729.
 20.48  27.87 -80.07   3.70   19718.
 20.48  27.88 -80.07 359.60   19727.
 20.48  27.89 -80.07 355.60   19726.
 20.48  27.90 -80.07 351.30   19719.
 20.49  27.91 -80.07 347.20   19728.
 20.49  27.92 -80.07 343.60   19743.
 20.49  27.93 -80.08 339.50   19764.
 20.49  27.94 -80.08 335.40   19783.
 20.49  27.95 -80.09 331.40   19797.
 20.49  27.95 -80.10 327.40   19808.
 20.49  27.96 -80.10 323.50   19815.
 20.50  27.97 -80.11 319.30   19819.
 20.50  27.98 -80.12 316.10   19824.
 20.50  27.98 -80.12 315.80   19829.
 20.50  27.99 -80.13 316.50   19830.
 20.50  28.00 -80.14 316.80   19820.
 20.50  28.00 -80.15 316.60   19806.
 20.50  28.01 -80.16 316.60   19791.
 20.50  28.01 -80.17 316.60   19779.
 20.51  28.02 -80.17 316.70   19774.
 20.51  28.03 -80.18 316.70   19771.
 20.51  28.03 -80.19 316.80   19776.
 20.51  28.04 -80.20 316.60   19794.
 20.51  28.05 -80.21 316.20   19816.
 20.51  28.06 -80.21 316.10   19827.
 20.51  28.06 -80.22 316.20   19828.
 20.52  28.07 -80.23 316.30   19818.
 20.52  28.08 -80.24 316.20   19807.
 20.52  28.08 -80.24 316.10   19799.
 20.52  28.09 -80.25 316.40   19795.
 20.69  27.89 -80.13 313.60   19775.
 20.69  27.90 -80.14 315.00   19812.
 20.69  27.90 -80.15 314.60   19846.
 20.70  27.97 -80.21 330.40   19866.
 20.70  27.98 -80.22 331.20   19885.
 20.70  27.99 -80.22 331.90   19903.
 20.71  27.99 -80.23 332.40   19922.
 20.71  28.00 -80.23 332.80   19934.
 20.71  28.01 -80.24 333.20   19936.
 20.71  28.02 -80.24 333.00   19931.
 20.71  28.03 -80.25 333.10   19922.
 20.71  28.03 -80.25 333.10   19910.
 20.71  28.04 -80.26 333.20   19897.
 20.72  28.05 -80.26 333.40   19889.
 20.72  28.06 -80.27 333.50   19882.
 20.72  28.07 -80.27 333.60   19873.
 20.72  28.08 -80.28 333.80   19863.
 20.72  28.09 -80.28 334.00   19860.
 20.72  28.09 -80.29 333.80   19864.
 20.72  28.10 -80.29 334.00   19860.
 20.73  28.11 -80.30 334.40   19853.
 20.73  28.12 -80.31 334.70   19859.
 20.73  28.13 -80.31 334.60   19881.
 20.73  28.14 -80.32 334.70   19904.
 20.73  28.15 -80.32 334.60   19919.
 20.73  28.15 -80.32 334.70   19919.
 20.73  28.16 -80.33 334.80   19913.
 20.73  28.17 -80.33 334.60   19912.
 20.74  28.18 -80.34 335.10   19917.
 20.74  28.19 -80.35 332.50   19920.
 20.74  28.19 -80.35 326.70   19910.
 20.74  28.20 -80.36 320.60   19898.
 20.74  28.21 -80.37 315.20   19891.
 20.74  28.22 -80.38 310.20   19890.
 20.74  28.22 -80.38 305.20   19892.
 20.75  28.23 -80.39 300.30   19897.
 20.75  28.23 -80.40 295.20   19904.
 20.75  28.23 -80.41 290.10   19914.
 20.75  28.24 -80.42 285.10   19927.
 20.75  28.24 -80.43 280.10   19940.
 20.93  27.82 -80.13 335.80   19938.
 20.94  27.83 -80.13 335.40   19936.
 20.94  27.83 -80.14 335.10   19924.
 20.94  27.84 -80.14 335.00   19905.
 20.94  27.85 -80.14 335.20   19885.
 20.94  27.86 -80.15 335.10   19867.
 20.94  27.87 -80.15 334.90   19854.
 20.94  27.88 -80.16 334.90   19836.
 20.95  27.89 -80.17 335.00   19807.
 20.95  27.90 -80.17 334.90   19784.
 20.95  27.90 -80.18 334.80   19771.
 20.95  27.91 -80.18 334.70   19773.
 20.95  27.92 -80.18 334.70   19795.
 20.95  27.93 -80.19 334.70   19824.
 20.95  27.94 -80.19 334.40   19846.
 20.96  27.95 -80.20 334.00   19860.
 20.96  27.95 -80.21 333.90   19868.
 20.96  27.96 -80.21 333.70   19868.
 20.96  27.97 -80.21 333.80   19862.
 20.96  27.98 -80.22 333.50   19857.
 20.96  27.99 -80.22 333.60   19855.
 20.96  28.00 -80.23 333.40   19868.
 20.97  28.00 -80.24 333.30   19890.
 20.97  28.01 -80.24 333.40   19908.
 20.97  28.02 -80.25 333.80   19917.
 20.97  28.03 -80.25 334.20   19916.
 20.97  28.04 -80.25 334.10   19905.
 20.97  28.05 -80.26 334.20   19897.
 20.97  28.06 -80.26 333.70   19895.
 20.98  28.06 -80.27 333.30   19899.
 20.98  28.07 -80.28 333.10   19906.
 20.98  28.08 -80.28 333.20   19909.
 20.98  28.09 -80.29 333.20   19911.
 21.46  27.70 -80.19   9.60   20114.
 21.46  27.71 -80.19   4.70   20092.
 21.46  27.72 -80.19   0.20   20076.
 21.46  27.73 -80.19 356.10   20070.
 21.46  27.74 -80.19 353.20   20071.
 21.46  27.75 -80.20 350.20   20069.
 21.47  27.76 -80.20 347.60   20061.
 21.47  27.77 -80.20 344.80   20047.
 21.47  27.78 -80.21 343.70   20041.
 21.47  27.79 -80.21 344.90   20046.
 21.47  27.80 -80.21 344.50   20059.
 21.47  27.80 -80.21 342.70   20071.
 21.47  27.81 -80.22 341.10   20084.
 21.48  27.82 -80.22 340.10   20097.
 21.48  27.83 -80.23 339.80   20105.
 21.48  27.84 -80.23 339.00   20102.
 21.48  27.84 -80.24 338.00   20092.
 21.48  27.85 -80.24 337.30   20081.
 21.48  27.86 -80.25 336.70   20075.
 21.48  27.87 -80.25 335.90   20076.
 21.48  27.88 -80.25 335.00   20082.
 21.49  27.89 -80.26 334.90   20089.
 21.49  27.90 -80.26 334.70   20095.
 21.49  27.90 -80.27 334.00   20100.
 21.49  27.91 -80.28 333.60   20108.
 21.49  27.92 -80.28 333.40   20111.
 21.49  27.93 -80.29 333.30   20107.
 21.49  27.94 -80.29 333.40   20098.
 21.50  27.94 -80.30 333.10   20090.
 21.50  27.95 -80.30 332.60   20084.
 21.50  27.96 -80.31 332.70   20081.
 21.50  27.97 -80.31 332.60   20077.
 21.50  27.98 -80.32 332.80   20073.
 21.81  28.17 -80.45 332.70   20263.
 21.81  28.18 -80.45 332.90   20262.
 21.81  28.19 -80.46 333.30   20255.
 21.81  28.19 -80.46 333.30   20244.
 21.81  28.20 -80.47 333.40   20234.
 21.81  28.21 -80.47 333.20   20230.
 21.81  28.22 -80.48 332.50   20236.
 21.82  28.23 -80.49 332.20   20258.
 21.82  28.24 -80.49 333.00   20292.
 21.82  28.25 -80.50 333.70   20319.
 21.82  28.25 -80.50 333.70   20322.
 21.82  28.26 -80.51 333.40   20311.
 21.82  28.27 -80.51 333.10   20298.
 21.82  28.28 -80.52 329.70   20285.
 21.83  28.28 -80.53 323.80   20273.
 21.83  28.29 -80.53 317.90   20268.
 21.83  28.30 -80.54 313.20   20271.
 21.83  28.31 -80.55 308.50   20275.
 21.83  28.31 -80.56 303.70   20275.
 21.83  28.32 -80.57 298.20   20271.
 21.83  28.32 -80.58 293.40   20280.
 21.83  28.32 -80.59 288.40   20301.
 21.84  28.33 -80.60 283.70   20321.
 21.84  28.33 -80.61 279.20   20323.
 21.84  28.33 -80.62 274.30   20301.
 21.84  28.33 -80.63 269.10   20275.
 21.84  28.33 -80.64 264.10   20262.
 21.84  28.33 -80.65 259.00   20270.
 21.84  28.32 -80.67 254.20   20280.
 22.00  27.68 -80.21  28.80   20335.
 22.00  27.69 -80.20  24.30   20341.
 22.00  27.70 -80.20  19.90   20343.
 22.00  27.71 -80.20  15.50   20338.
 22.00  27.72 -80.20  11.00   20327.
 22.01  27.73 -80.20   6.40   20319.
 22.01  27.74 -80.20   1.80   20323.
 22.01  27.75 -80.20 357.70   20336.
 22.01  27.76 -80.20 353.30   20343.
 22.01  27.77 -80.20 348.80   20337.
 22.01  27.77 -80.21 344.20   20332.
 22.01  27.78 -80.21 339.50   20330.
 22.02  27.79 -80.21 334.90   20330.
 22.02  27.83 -80.24 340.20   20291.
 22.02  27.84 -80.25 340.50   20316.
 22.02  27.85 -80.25 340.40   20317.
 22.03  27.86 -80.25 340.40   20298.
 22.03  27.87 -80.26 340.20   20275.
 22.03  27.88 -80.26 339.80   20259.
 22.03  27.89 -80.27 339.20   20258.
 22.03  27.89 -80.27 338.70   20269.
 22.03  27.90 -80.28 338.10   20284.
 22.03  27.91 -80.28 337.60   20298.
 22.04  27.92 -80.29 337.40   20311.
 22.04  27.93 -80.29 337.20   20321.
 22.04  27.94 -80.30 337.00   20326.
 22.04  27.95 -80.30 336.50   20324.
 22.04  27.95 -80.31 336.20   20318.
 22.04  27.96 -80.31 335.90   20312.
 22.04  27.97 -80.32 335.50   20309.
 22.05  27.98 -80.32 335.50   20312.
 22.05  27.99 -80.33 335.50   20316.
 22.05  28.00 -80.33 335.30   20315.
 22.05  28.01 -80.34 334.50   20304.
 22.05  28.01 -80.35 334.80   20282.
 22.05  28.02 -80.35 335.00   20274.
 22.05  28.03 -80.36 334.60   20277.
 22.06  28.04 -80.36 333.90   20277.
 22.06  28.05 -80.37 334.00   20262.
 22.06  28.06 -80.37 334.30   20246.
 22.06  28.07 -80.38 334.40   20239.
 22.06  28.07 -80.38 334.70   20246.
 22.06  28.08 -80.39 334.50   20272.
 22.06  28.09 -80.39 334.40   20300.
 22.06  28.10 -80.40 334.10   20310.
 22.07  28.11 -80.41 333.80   20300.
 22.07  28.12 -80.41 333.90   20282.
 22.07  28.12 -80.42 334.00   20269.
 22.07  28.13 -80.42 334.00   20265.
 22.07  28.14 -80.43 333.90   20270.
 22.07  28.15 -80.43 333.70   20284.
 22.07  28.16 -80.44 333.70   20296.
 22.08  28.17 -80.44 334.00   20304.
 22.08  28.18 -80.45 334.00   20319.
 22.08  28.18 -80.46 333.90   20332.
 22.08  28.19 -80.46 333.80   20341.
 22.08  28.20 -80.47 333.60   20345.
 22.08  28.21 -80.47 333.50   20341.
 22.08  28.22 -80.48 333.40   20333.
 22.09  28.23 -80.48 333.50   20323.
 22.09  28.24 -80.49 333.80   20313.
 22.09  28.24 -80.50 333.80   20315.
 22.09  28.25 -80.50 334.00   20332.
 22.09  28.26 -80.51 333.40   20346.
 22.09  28.27 -80.51 334.00   20338.
 22.09  28.28 -80.52 334.70   20336.
 22.10  28.28 -80.52 330.60   20330.
 22.10  28.29 -80.53 324.40   20308.
 22.10  28.30 -80.54 319.00   20293.
 22.10  28.31 -80.55 315.00   20296.
 22.10  28.31 -80.56 312.70   20325.
 22.10  28.32 -80.56 311.00   20368.
 22.10  28.33 -80.57 309.80   20404.
 22.11  28.33 -80.58 309.60   20425.
